,Start of Week,CO2 molfrac (ppm),Month + Year
629,1976-06-16 00:00:00,330.7,1976-06
630,1976-06-24 00:00:00,331.99,1976-06
631,1976-06-24 00:00:00,331.53,1976-06
632,1976-06-30 00:00:00,334.11,1976-06
634,1976-07-07 00:00:00,330.33,1976-07
635,1976-07-07 00:00:00,330.54,1976-07
636,1976-07-15 00:00:00,324.84,1976-07
637,1976-07-15 00:00:00,325.64,1976-07
638,1976-07-20 00:00:00,333.03,1976-07
639,1976-07-20 00:00:00,334.69,1976-07
640,1976-07-30 00:00:00,330.29,1976-07
641,1976-07-30 00:00:00,329.87,1976-07
642,1976-08-04 00:00:00,329.87,1976-08
643,1976-08-04 00:00:00,334.65,1976-08
644,1976-08-12 00:00:00,327.94,1976-08
645,1976-08-12 00:00:00,328.05,1976-08
646,1976-08-20 00:00:00,328.74,1976-08
647,1976-08-20 00:00:00,327.72,1976-08
648,1976-08-26 00:00:00,329.58,1976-08
649,1976-08-26 00:00:00,330.61,1976-08
650,1976-09-05 00:00:00,330.32,1976-09
651,1976-09-05 00:00:00,330.71,1976-09
652,1976-09-05 00:00:00,335.39,1976-09
653,1976-09-10 00:00:00,370.65,1976-09
654,1976-09-10 00:00:00,332.76,1976-09
655,1976-09-15 00:00:00,325.29,1976-09
656,1976-09-15 00:00:00,327.01,1976-09
657,1976-09-16 00:00:00,327.89,1976-09
658,1976-09-16 00:00:00,328.02,1976-09
659,1976-09-24 00:00:00,330.19,1976-09
660,1976-09-24 00:00:00,331.88,1976-09
661,1976-10-05 00:00:00,329.98,1976-10
662,1976-10-05 00:00:00,329.87,1976-10
663,1976-10-14 00:00:00,356.7,1976-10
664,1976-10-14 00:00:00,329.77,1976-10
665,1976-10-14 00:00:00,329.66,1976-10
666,1976-10-23 00:00:00,330.24,1976-10
667,1976-10-23 00:00:00,330.13,1976-10
668,1976-10-28 00:00:00,331.32,1976-10
669,1976-10-28 00:00:00,330.89,1976-10
670,1976-11-04 00:00:00,330.92,1976-11
671,1976-11-04 00:00:00,333.02,1976-11
672,1976-11-12 00:00:00,333.12,1976-11
673,1976-11-12 00:00:00,334.51,1976-11
674,1976-11-19 00:00:00,332.19,1976-11
675,1976-11-19 00:00:00,331.75,1976-11
676,1976-11-24 00:00:00,331.38,1976-11
677,1976-11-24 00:00:00,331.75,1976-11
678,1976-12-03 00:00:00,332.24,1976-12
679,1976-12-03 00:00:00,332.8,1976-12
680,1976-12-09 00:00:00,333.55,1976-12
681,1976-12-21 00:00:00,334.27,1976-12
682,1976-12-21 00:00:00,334.81,1976-12
683,1976-12-28 00:00:00,333.25,1976-12
684,1976-12-28 00:00:00,334.94,1976-12
685,1977-01-07 00:00:00,335.18,1977-01
686,1977-01-07 00:00:00,333.51,1977-01
687,1977-01-17 00:00:00,335.61,1977-01
688,1977-01-17 00:00:00,336.01,1977-01
689,1977-01-27 00:00:00,334.72,1977-01
690,1977-01-27 00:00:00,335.04,1977-01
691,1977-02-03 00:00:00,334.81,1977-02
692,1977-02-03 00:00:00,334.51,1977-02
693,1977-02-09 00:00:00,338.61,1977-02
694,1977-02-09 00:00:00,339.19,1977-02
695,1977-02-16 00:00:00,315.38,1977-02
696,1977-02-23 00:00:00,335.9,1977-02
697,1977-02-23 00:00:00,336.0,1977-02
698,1977-03-05 00:00:00,337.99,1977-03
699,1977-03-05 00:00:00,337.7,1977-03
700,1977-03-07 00:00:00,334.78,1977-03
701,1977-03-07 00:00:00,334.73,1977-03
702,1977-03-07 00:00:00,334.85,1977-03
703,1977-03-07 00:00:00,335.08,1977-03
704,1977-03-07 00:00:00,334.81,1977-03
705,1977-03-07 00:00:00,334.69,1977-03
706,1977-03-08 00:00:00,334.19,1977-03
707,1977-03-08 00:00:00,334.14,1977-03
708,1977-03-08 00:00:00,334.15,1977-03
709,1977-03-08 00:00:00,334.27,1977-03
710,1977-03-09 00:00:00,343.29,1977-03
711,1977-03-09 00:00:00,340.49,1977-03
712,1977-03-18 00:00:00,337.95,1977-03
713,1977-03-18 00:00:00,317.92,1977-03
715,1977-03-23 00:00:00,336.0,1977-03
716,1977-03-25 00:00:00,335.76,1977-03
717,1977-03-25 00:00:00,335.79,1977-03
718,1977-03-30 00:00:00,339.28,1977-03
719,1977-03-30 00:00:00,339.88,1977-03
720,1977-03-30 00:00:00,338.97,1977-03
721,1977-04-05 00:00:00,329.37,1977-04
722,1977-04-05 00:00:00,329.48,1977-04
723,1977-04-05 00:00:00,326.35,1977-04
724,1977-04-05 00:00:00,326.63,1977-04
725,1977-04-05 00:00:00,329.07,1977-04
726,1977-04-05 00:00:00,329.25,1977-04
727,1977-04-05 00:00:00,327.66,1977-04
728,1977-04-05 00:00:00,327.79,1977-04
729,1977-04-06 00:00:00,336.89,1977-04
730,1977-04-06 00:00:00,336.8,1977-04
731,1977-04-13 00:00:00,337.31,1977-04
732,1977-04-13 00:00:00,337.59,1977-04
733,1977-04-22 00:00:00,340.43,1977-04
734,1977-04-22 00:00:00,340.91,1977-04
735,1977-04-27 00:00:00,337.67,1977-04
736,1977-04-27 00:00:00,337.3,1977-04
737,1977-04-27 00:00:00,337.49,1977-04
738,1977-04-27 00:00:00,338.41,1977-04
739,1977-04-27 00:00:00,337.78,1977-04
740,1977-04-27 00:00:00,338.99,1977-04
741,1977-04-27 00:00:00,337.34,1977-04
742,1977-04-29 00:00:00,339.16,1977-04
743,1977-04-29 00:00:00,337.37,1977-04
744,1977-05-05 00:00:00,339.08,1977-05
745,1977-05-05 00:00:00,337.87,1977-05
746,1977-05-10 00:00:00,336.51,1977-05
747,1977-05-10 00:00:00,336.22,1977-05
749,1977-05-12 00:00:00,341.25,1977-05
750,1977-05-12 00:00:00,339.59,1977-05
751,1977-05-12 00:00:00,339.53,1977-05
752,1977-05-12 00:00:00,336.12,1977-05
753,1977-05-12 00:00:00,335.79,1977-05
754,1977-05-12 00:00:00,337.7,1977-05
755,1977-05-12 00:00:00,336.45,1977-05
756,1977-05-17 00:00:00,338.2,1977-05
757,1977-05-17 00:00:00,337.92,1977-05
758,1977-05-19 00:00:00,339.51,1977-05
759,1977-05-19 00:00:00,338.76,1977-05
760,1977-05-19 00:00:00,338.56,1977-05
761,1977-05-19 00:00:00,340.43,1977-05
762,1977-05-19 00:00:00,338.14,1977-05
763,1977-05-19 00:00:00,338.77,1977-05
764,1977-05-24 00:00:00,346.72,1977-05
765,1977-05-24 00:00:00,343.29,1977-05
766,1977-05-24 00:00:00,350.16,1977-05
767,1977-05-24 00:00:00,344.49,1977-05
768,1977-05-25 00:00:00,351.52,1977-05
769,1977-05-25 00:00:00,355.17,1977-05
770,1977-05-25 00:00:00,345.03,1977-05
771,1977-05-25 00:00:00,343.17,1977-05
772,1977-05-26 00:00:00,335.63,1977-05
773,1977-05-26 00:00:00,335.99,1977-05
774,1977-05-31 00:00:00,337.39,1977-05
775,1977-05-31 00:00:00,337.36,1977-05
776,1977-05-31 00:00:00,337.82,1977-05
777,1977-06-01 00:00:00,361.93,1977-06
778,1977-06-01 00:00:00,360.17,1977-06
779,1977-06-01 00:00:00,355.56,1977-06
780,1977-06-01 00:00:00,339.64,1977-06
781,1977-06-01 00:00:00,335.79,1977-06
782,1977-06-01 00:00:00,336.05,1977-06
783,1977-06-02 00:00:00,338.6,1977-06
784,1977-06-02 00:00:00,339.31,1977-06
785,1977-06-02 00:00:00,337.44,1977-06
786,1977-06-02 00:00:00,338.43,1977-06
787,1977-06-07 00:00:00,334.45,1977-06
788,1977-06-07 00:00:00,334.43,1977-06
789,1977-06-15 00:00:00,336.63,1977-06
790,1977-06-15 00:00:00,336.84,1977-06
791,1977-06-21 00:00:00,336.64,1977-06
792,1977-06-21 00:00:00,335.31,1977-06
793,1977-06-28 00:00:00,332.97,1977-06
795,1977-07-08 00:00:00,338.89,1977-07
797,1977-07-13 00:00:00,338.12,1977-07
798,1977-07-13 00:00:00,339.61,1977-07
799,1977-07-19 00:00:00,334.67,1977-07
800,1977-07-19 00:00:00,368.2,1977-07
801,1977-07-27 00:00:00,333.34,1977-07
803,1977-07-27 00:00:00,335.66,1977-07
804,1977-08-02 00:00:00,332.71,1977-08
805,1977-08-02 00:00:00,331.96,1977-08
806,1977-08-10 00:00:00,334.88,1977-08
807,1977-08-10 00:00:00,335.08,1977-08
808,1977-08-17 00:00:00,332.63,1977-08
809,1977-08-17 00:00:00,331.32,1977-08
810,1977-08-25 00:00:00,340.31,1977-08
811,1977-08-25 00:00:00,337.24,1977-08
812,1977-09-01 00:00:00,333.8,1977-09
813,1977-09-01 00:00:00,334.36,1977-09
814,1977-09-08 00:00:00,332.16,1977-09
815,1977-09-08 00:00:00,339.51,1977-09
816,1977-09-15 00:00:00,331.73,1977-09
817,1977-09-15 00:00:00,331.19,1977-09
820,1977-09-22 00:00:00,330.61,1977-09
821,1977-09-22 00:00:00,330.66,1977-09
823,1977-09-29 00:00:00,332.42,1977-09
824,1977-09-29 00:00:00,329.79,1977-09
825,1977-10-08 00:00:00,333.19,1977-10
826,1977-10-08 00:00:00,332.22,1977-10
827,1977-10-13 00:00:00,331.63,1977-10
828,1977-10-13 00:00:00,331.62,1977-10
829,1977-10-23 00:00:00,334.47,1977-10
830,1977-10-23 00:00:00,333.21,1977-10
831,1977-10-23 00:00:00,334.06,1977-10
833,1977-10-27 00:00:00,334.23,1977-10
834,1977-11-03 00:00:00,335.37,1977-11
835,1977-11-03 00:00:00,335.01,1977-11
836,1977-11-11 00:00:00,333.92,1977-11
838,1977-11-21 00:00:00,334.19,1977-11
839,1977-11-21 00:00:00,334.24,1977-11
840,1977-11-29 00:00:00,337.0,1977-11
841,1977-11-29 00:00:00,337.38,1977-11
842,1977-12-07 00:00:00,336.14,1977-12
843,1977-12-07 00:00:00,334.52,1977-12
844,1977-12-17 00:00:00,336.88,1977-12
845,1977-12-17 00:00:00,337.17,1977-12
846,1977-12-17 00:00:00,337.35,1977-12
847,1977-12-31 00:00:00,335.95,1977-12
848,1977-12-31 00:00:00,335.93,1977-12
849,1978-01-07 00:00:00,339.4,1978-01
850,1978-01-07 00:00:00,337.38,1978-01
851,1978-01-11 00:00:00,338.09,1978-01
852,1978-01-11 00:00:00,338.39,1978-01
853,1978-01-17 00:00:00,337.44,1978-01
854,1978-01-17 00:00:00,336.89,1978-01
855,1978-01-28 00:00:00,344.51,1978-01
857,1978-02-04 00:00:00,337.81,1978-02
858,1978-02-04 00:00:00,352.8,1978-02
859,1978-02-19 00:00:00,344.41,1978-02
860,1978-02-19 00:00:00,345.8,1978-02
863,1978-03-08 00:00:00,338.42,1978-03
865,1978-03-27 00:00:00,337.66,1978-03
866,1978-03-27 00:00:00,339.25,1978-03
867,1978-04-13 00:00:00,341.92,1978-04
868,1978-04-13 00:00:00,340.91,1978-04
869,1978-05-03 00:00:00,341.96,1978-05
870,1978-05-03 00:00:00,341.61,1978-05
871,1978-05-10 00:00:00,344.39,1978-05
872,1978-05-10 00:00:00,338.09,1978-05
873,1978-05-18 00:00:00,337.79,1978-05
874,1978-05-18 00:00:00,339.18,1978-05
875,1978-05-18 00:00:00,338.78,1978-05
876,1978-06-01 00:00:00,338.55,1978-06
877,1978-06-01 00:00:00,338.17,1978-06
878,1978-06-07 00:00:00,340.21,1978-06
879,1978-06-07 00:00:00,339.66,1978-06
880,1978-06-14 00:00:00,343.33,1978-06
881,1978-06-14 00:00:00,339.48,1978-06
882,1978-06-14 00:00:00,339.03,1978-06
883,1978-06-22 00:00:00,336.95,1978-06
884,1978-06-22 00:00:00,343.24,1978-06
885,1978-07-07 00:00:00,333.11,1978-07
886,1978-07-07 00:00:00,335.67,1978-07
887,1978-07-12 00:00:00,341.92,1978-07
888,1978-07-12 00:00:00,341.15,1978-07
889,1978-07-19 00:00:00,333.79,1978-07
890,1978-07-19 00:00:00,334.97,1978-07
891,1978-07-27 00:00:00,335.57,1978-07
892,1978-07-27 00:00:00,335.47,1978-07
893,1978-07-28 00:00:00,323.95,1978-07
894,1978-07-28 00:00:00,325.91,1978-07
895,1978-08-10 00:00:00,334.71,1978-08
896,1978-08-10 00:00:00,333.19,1978-08
897,1978-08-18 00:00:00,328.27,1978-08
898,1978-08-18 00:00:00,328.14,1978-08
899,1978-08-23 00:00:00,333.01,1978-08
900,1978-08-23 00:00:00,333.21,1978-08
901,1978-09-03 00:00:00,332.43,1978-09
902,1978-09-03 00:00:00,332.92,1978-09
903,1978-09-11 00:00:00,329.88,1978-09
904,1978-09-11 00:00:00,329.44,1978-09
905,1978-09-25 00:00:00,335.01,1978-09
906,1978-09-25 00:00:00,333.84,1978-09
907,1978-10-03 00:00:00,336.95,1978-10
908,1978-10-03 00:00:00,335.44,1978-10
909,1978-10-03 00:00:00,332.56,1978-10
910,1978-10-11 00:00:00,333.18,1978-10
911,1978-10-11 00:00:00,333.74,1978-10
912,1978-10-11 00:00:00,332.93,1978-10
913,1978-10-16 00:00:00,334.87,1978-10
914,1978-10-16 00:00:00,334.34,1978-10
915,1978-10-28 00:00:00,334.18,1978-10
916,1978-10-28 00:00:00,366.54,1978-10
917,1978-11-07 00:00:00,333.38,1978-11
918,1978-11-07 00:00:00,333.17,1978-11
919,1978-11-11 00:00:00,336.58,1978-11
920,1978-11-11 00:00:00,337.0,1978-11
921,1978-11-15 00:00:00,340.03,1978-11
922,1978-11-15 00:00:00,339.35,1978-11
923,1978-11-16 00:00:00,334.45,1978-11
924,1978-11-16 00:00:00,337.04,1978-11
925,1978-11-22 00:00:00,334.54,1978-11
926,1978-11-22 00:00:00,334.56,1978-11
927,1978-11-30 00:00:00,334.8,1978-11
928,1978-11-30 00:00:00,335.91,1978-11
929,1978-12-21 00:00:00,337.44,1978-12
930,1978-12-21 00:00:00,336.87,1978-12
931,1979-01-05 00:00:00,338.67,1979-01
932,1979-01-05 00:00:00,342.54,1979-01
933,1979-01-11 00:00:00,337.46,1979-01
934,1979-01-11 00:00:00,337.58,1979-01
935,1979-01-18 00:00:00,337.8,1979-01
936,1979-01-18 00:00:00,338.11,1979-01
937,1979-01-26 00:00:00,340.55,1979-01
938,1979-01-26 00:00:00,341.8,1979-01
939,1979-02-01 00:00:00,339.07,1979-02
940,1979-02-01 00:00:00,339.21,1979-02
941,1979-02-07 00:00:00,338.05,1979-02
942,1979-02-07 00:00:00,338.92,1979-02
943,1979-02-14 00:00:00,337.41,1979-02
944,1979-02-14 00:00:00,337.3,1979-02
946,1979-02-28 00:00:00,339.28,1979-02
947,1979-03-08 00:00:00,339.79,1979-03
948,1979-03-08 00:00:00,340.65,1979-03
949,1979-03-22 00:00:00,351.69,1979-03
950,1979-03-22 00:00:00,360.48,1979-03
951,1979-03-30 00:00:00,341.18,1979-03
952,1979-03-30 00:00:00,340.61,1979-03
953,1979-04-06 00:00:00,341.74,1979-04
954,1979-04-06 00:00:00,339.76,1979-04
955,1979-04-14 00:00:00,340.58,1979-04
956,1979-04-14 00:00:00,339.87,1979-04
957,1979-04-20 00:00:00,339.99,1979-04
958,1979-04-20 00:00:00,340.69,1979-04
959,1979-04-25 00:00:00,340.03,1979-04
960,1979-04-25 00:00:00,340.23,1979-04
961,1979-05-01 00:00:00,359.71,1979-05
962,1979-05-01 00:00:00,339.58,1979-05
963,1979-05-11 00:00:00,341.27,1979-05
964,1979-05-11 00:00:00,341.83,1979-05
965,1979-05-18 00:00:00,340.57,1979-05
966,1979-05-18 00:00:00,340.32,1979-05
967,1979-05-30 00:00:00,339.83,1979-05
968,1979-05-30 00:00:00,339.91,1979-05
969,1979-06-08 00:00:00,340.27,1979-06
970,1979-06-08 00:00:00,340.52,1979-06
971,1979-06-12 00:00:00,338.06,1979-06
972,1979-06-12 00:00:00,338.19,1979-06
973,1979-06-21 00:00:00,336.12,1979-06
974,1979-06-21 00:00:00,336.69,1979-06
975,1979-06-28 00:00:00,336.24,1979-06
976,1979-06-28 00:00:00,336.17,1979-06
977,1979-07-03 00:00:00,336.36,1979-07
978,1979-07-03 00:00:00,336.22,1979-07
979,1979-07-09 00:00:00,335.93,1979-07
980,1979-07-09 00:00:00,335.78,1979-07
981,1979-07-11 00:00:00,336.03,1979-07
982,1979-07-11 00:00:00,336.28,1979-07
985,1979-07-19 00:00:00,331.03,1979-07
986,1979-07-19 00:00:00,331.42,1979-07
987,1979-07-25 00:00:00,331.94,1979-07
988,1979-07-25 00:00:00,331.74,1979-07
989,1979-08-01 00:00:00,332.78,1979-08
990,1979-08-01 00:00:00,334.22,1979-08
991,1979-08-08 00:00:00,333.59,1979-08
992,1979-08-08 00:00:00,334.12,1979-08
993,1979-08-16 00:00:00,336.13,1979-08
994,1979-08-16 00:00:00,336.11,1979-08
995,1979-08-22 00:00:00,334.1,1979-08
996,1979-08-22 00:00:00,387.8,1979-08
997,1979-08-29 00:00:00,338.22,1979-08
999,1979-08-30 00:00:00,333.05,1979-08
1000,1979-08-30 00:00:00,347.31,1979-08
1001,1979-09-07 00:00:00,334.34,1979-09
1002,1979-09-07 00:00:00,334.08,1979-09
1003,1979-09-14 00:00:00,331.95,1979-09
1004,1979-09-14 00:00:00,331.58,1979-09
1005,1979-09-20 00:00:00,333.22,1979-09
1006,1979-09-20 00:00:00,333.22,1979-09
1007,1979-09-27 00:00:00,332.73,1979-09
1008,1979-09-27 00:00:00,332.96,1979-09
1009,1979-10-03 00:00:00,333.03,1979-10
1010,1979-10-03 00:00:00,333.33,1979-10
1011,1979-10-10 00:00:00,364.48,1979-10
1012,1979-10-10 00:00:00,334.12,1979-10
1013,1979-10-18 00:00:00,334.62,1979-10
1014,1979-10-18 00:00:00,334.21,1979-10
1015,1979-10-24 00:00:00,334.14,1979-10
1016,1979-10-24 00:00:00,334.23,1979-10
1017,1979-11-02 00:00:00,337.68,1979-11
1018,1979-11-02 00:00:00,337.48,1979-11
1019,1979-11-07 00:00:00,336.58,1979-11
1020,1979-11-07 00:00:00,337.08,1979-11
1021,1979-11-17 00:00:00,335.82,1979-11
1022,1979-11-17 00:00:00,335.78,1979-11
1023,1979-11-29 00:00:00,337.61,1979-11
1024,1979-11-29 00:00:00,337.1,1979-11
1025,1979-12-07 00:00:00,339.17,1979-12
1027,1979-12-07 00:00:00,339.87,1979-12
1028,1979-12-07 00:00:00,339.49,1979-12
1029,1979-12-18 00:00:00,335.47,1979-12
1030,1979-12-18 00:00:00,336.27,1979-12
1031,1979-12-18 00:00:00,335.34,1979-12
1032,1979-12-18 00:00:00,334.97,1979-12
1033,1979-12-28 00:00:00,339.14,1979-12
1034,1979-12-28 00:00:00,337.28,1979-12
1035,1979-12-28 00:00:00,341.56,1979-12
1036,1979-12-28 00:00:00,341.24,1979-12
1037,1980-01-14 00:00:00,345.54,1980-01
1038,1980-01-14 00:00:00,350.27,1980-01
1039,1980-01-14 00:00:00,341.51,1980-01
1040,1980-01-14 00:00:00,341.21,1980-01
1041,1980-01-17 00:00:00,344.92,1980-01
1042,1980-01-17 00:00:00,343.82,1980-01
1043,1980-01-17 00:00:00,342.61,1980-01
1044,1980-01-17 00:00:00,342.51,1980-01
1045,1980-02-15 00:00:00,340.54,1980-02
1046,1980-02-15 00:00:00,340.23,1980-02
1047,1980-02-22 00:00:00,346.02,1980-02
1048,1980-02-22 00:00:00,344.44,1980-02
1049,1980-02-22 00:00:00,342.77,1980-02
1050,1980-02-22 00:00:00,340.54,1980-02
1051,1980-02-28 00:00:00,339.3,1980-02
1052,1980-02-28 00:00:00,338.51,1980-02
1053,1980-02-28 00:00:00,343.63,1980-02
1054,1980-02-28 00:00:00,340.58,1980-02
1055,1980-03-17 00:00:00,340.43,1980-03
1056,1980-03-17 00:00:00,340.65,1980-03
1058,1980-03-27 00:00:00,361.1,1980-03
1059,1980-03-27 00:00:00,359.02,1980-03
1060,1980-03-27 00:00:00,362.4,1980-03
1061,1980-04-08 00:00:00,341.87,1980-04
1062,1980-04-08 00:00:00,341.45,1980-04
1063,1980-04-13 00:00:00,346.41,1980-04
1064,1980-04-13 00:00:00,345.8,1980-04
1065,1980-04-13 00:00:00,349.08,1980-04
1066,1980-04-13 00:00:00,346.51,1980-04
1067,1980-04-18 00:00:00,346.71,1980-04
1068,1980-04-18 00:00:00,347.52,1980-04
1069,1980-04-18 00:00:00,345.44,1980-04
1070,1980-04-18 00:00:00,346.13,1980-04
1071,1980-04-29 00:00:00,344.98,1980-04
1072,1980-04-29 00:00:00,344.04,1980-04
1073,1980-04-29 00:00:00,342.58,1980-04
1074,1980-04-29 00:00:00,343.86,1980-04
1075,1980-05-08 00:00:00,344.61,1980-05
1076,1980-05-08 00:00:00,343.55,1980-05
1077,1980-05-16 00:00:00,338.58,1980-05
1078,1980-05-16 00:00:00,338.5,1980-05
1079,1980-05-16 00:00:00,338.82,1980-05
1080,1980-05-16 00:00:00,338.87,1980-05
1081,1980-06-09 00:00:00,336.85,1980-06
1082,1980-06-09 00:00:00,337.4,1980-06
1083,1980-06-09 00:00:00,335.39,1980-06
1084,1980-06-09 00:00:00,336.18,1980-06
1085,1980-06-17 00:00:00,333.5,1980-06
1086,1980-06-17 00:00:00,333.05,1980-06
1087,1980-06-17 00:00:00,334.2,1980-06
1088,1980-06-17 00:00:00,362.59,1980-06
1089,1980-06-23 00:00:00,334.21,1980-06
1090,1980-06-23 00:00:00,334.43,1980-06
1091,1980-06-23 00:00:00,334.75,1980-06
1092,1980-06-23 00:00:00,336.89,1980-06
1093,1980-07-01 00:00:00,342.42,1980-07
1094,1980-07-01 00:00:00,339.23,1980-07
1095,1980-07-01 00:00:00,342.31,1980-07
1096,1980-07-01 00:00:00,345.31,1980-07
1097,1980-07-16 00:00:00,340.45,1980-07
1098,1980-07-16 00:00:00,337.76,1980-07
1099,1980-07-16 00:00:00,338.0,1980-07
1100,1980-07-16 00:00:00,337.62,1980-07
1101,1980-07-23 00:00:00,340.17,1980-07
1102,1980-07-23 00:00:00,335.91,1980-07
1103,1980-07-23 00:00:00,338.11,1980-07
1104,1980-07-23 00:00:00,338.45,1980-07
1106,1980-08-08 00:00:00,343.43,1980-08
1107,1980-08-08 00:00:00,340.19,1980-08
1108,1980-08-08 00:00:00,344.14,1980-08
1109,1980-08-19 00:00:00,342.46,1980-08
1110,1980-08-19 00:00:00,339.95,1980-08
1111,1980-08-19 00:00:00,340.18,1980-08
1112,1980-08-19 00:00:00,342.2,1980-08
1113,1980-09-04 00:00:00,337.11,1980-09
1114,1980-09-04 00:00:00,336.54,1980-09
1115,1980-09-04 00:00:00,357.95,1980-09
1116,1980-09-04 00:00:00,353.42,1980-09
1117,1980-09-10 00:00:00,341.4,1980-09
1118,1980-09-10 00:00:00,342.21,1980-09
1119,1980-09-10 00:00:00,342.15,1980-09
1120,1980-09-10 00:00:00,342.33,1980-09
1121,1980-09-18 00:00:00,334.73,1980-09
1122,1980-09-18 00:00:00,333.86,1980-09
1123,1980-09-18 00:00:00,334.79,1980-09
1124,1980-09-18 00:00:00,334.69,1980-09
1125,1980-09-29 00:00:00,335.82,1980-09
1126,1980-09-29 00:00:00,335.11,1980-09
1127,1980-09-29 00:00:00,335.51,1980-09
1128,1980-09-29 00:00:00,335.97,1980-09
1129,1980-10-03 00:00:00,334.31,1980-10
1130,1980-10-03 00:00:00,334.32,1980-10
1131,1980-10-03 00:00:00,337.61,1980-10
1132,1980-10-03 00:00:00,333.78,1980-10
1133,1980-10-11 00:00:00,336.04,1980-10
1134,1980-10-11 00:00:00,336.37,1980-10
1135,1980-10-11 00:00:00,336.2,1980-10
1136,1980-10-11 00:00:00,336.39,1980-10
1137,1980-10-20 00:00:00,343.68,1980-10
1138,1980-10-20 00:00:00,343.76,1980-10
1139,1980-10-20 00:00:00,344.93,1980-10
1140,1980-10-20 00:00:00,345.96,1980-10
1141,1980-10-21 00:00:00,335.53,1980-10
1142,1980-10-21 00:00:00,335.24,1980-10
1143,1980-10-21 00:00:00,335.75,1980-10
1144,1980-10-21 00:00:00,336.27,1980-10
1145,1980-10-30 00:00:00,335.51,1980-10
1146,1980-10-30 00:00:00,335.55,1980-10
1147,1980-10-30 00:00:00,335.76,1980-10
1148,1980-10-30 00:00:00,335.69,1980-10
1149,1980-11-06 00:00:00,337.49,1980-11
1150,1980-11-06 00:00:00,336.42,1980-11
1151,1980-11-06 00:00:00,336.79,1980-11
1152,1980-11-06 00:00:00,336.92,1980-11
1153,1980-11-18 00:00:00,338.8,1980-11
1154,1980-11-18 00:00:00,338.61,1980-11
1155,1980-11-18 00:00:00,339.74,1980-11
1156,1980-11-18 00:00:00,338.88,1980-11
1157,1980-11-25 00:00:00,340.19,1980-11
1158,1980-11-25 00:00:00,339.97,1980-11
1159,1980-11-26 00:00:00,338.76,1980-11
1160,1980-11-26 00:00:00,338.64,1980-11
1161,1980-12-02 00:00:00,337.82,1980-12
1162,1980-12-02 00:00:00,337.56,1980-12
1163,1980-12-02 00:00:00,337.43,1980-12
1164,1980-12-02 00:00:00,337.38,1980-12
1165,1980-12-09 00:00:00,340.67,1980-12
1166,1980-12-09 00:00:00,340.24,1980-12
1167,1980-12-09 00:00:00,339.72,1980-12
1168,1980-12-09 00:00:00,339.59,1980-12
1169,1980-12-16 00:00:00,339.39,1980-12
1170,1980-12-16 00:00:00,338.5,1980-12
1171,1980-12-16 00:00:00,338.6,1980-12
1172,1980-12-16 00:00:00,338.49,1980-12
1173,1980-12-23 00:00:00,341.6,1980-12
1174,1980-12-23 00:00:00,341.18,1980-12
1175,1980-12-23 00:00:00,340.69,1980-12
1176,1980-12-23 00:00:00,343.53,1980-12
1177,1980-12-30 00:00:00,340.12,1980-12
1179,1980-12-30 00:00:00,339.69,1980-12
1180,1980-12-30 00:00:00,339.13,1980-12
1181,1981-01-12 00:00:00,341.68,1981-01
1182,1981-01-12 00:00:00,340.89,1981-01
1183,1981-01-12 00:00:00,340.43,1981-01
1184,1981-01-12 00:00:00,340.47,1981-01
1185,1981-01-20 00:00:00,340.17,1981-01
1186,1981-01-20 00:00:00,339.74,1981-01
1187,1981-01-20 00:00:00,340.34,1981-01
1188,1981-01-20 00:00:00,340.28,1981-01
1189,1981-01-27 00:00:00,346.34,1981-01
1190,1981-01-27 00:00:00,344.21,1981-01
1191,1981-01-27 00:00:00,342.77,1981-01
1192,1981-01-27 00:00:00,343.31,1981-01
1193,1981-02-03 00:00:00,356.94,1981-02
